Image Name,Focus Score (Daugman),Defocus Metric,Occlusion Percentage,Occlusion Score,Pixel Ratio,Estimated Pixels,Occluded Pixels,Pixel Count Score,Sharpness,Focus Score,Motion Blur Angle,Motion Blur Strength,Motion Blur Metric,Blur Score,Off-Angle Metric,Usable Area,Gray Level Spread,Iris Size,Dilation Metric,Dilation Score,Interlacing Score,Illumination Score,Lighting Score,Quality Score 1,Quality Score 2
C297_S2_I9.tiff,24.23,509046.0,100.02,0.96,0.7,3556.0,1512.0,5068.0,19.65,0.41,45.0,282.0,249395.74,10.5,10.55,73.3,5.64,49.3,51.67,0.99,56.64,0.04,26.07,0.64,0.71
C414_S2_I5.tiff,2.06,415228.0,96.45,0.95,0.58,3321.0,2453.0,5774.0,10.82,0.38,45.0,288.0,277323.66,7.5,0.0,29.35,5.23,45.22,84.05,0.98,52.0,0.05,20.82,0.64,0.75
C207_S1_I8.tiff,5.79,1585581.0,86.38,0.92,0.95,8817.0,484.0,9301.0,13.89,0.36,135.0,277.0,264381.61,10.5,20.66,94.56,5.95,58.99,23.33,1.0,51.1,0.08,97.32,0.64,0.71
C352_S1_I1.tiff,9.66,397447.0,100.08,0.97,0.7,2748.0,1168.0,3916.0,14.43,0.17,135.0,287.0,261288.18,7.5,6.53,69.25,5.2,40.33,55.45,0.99,53.79,0.03,18.3,0.64,0.67
C92_S1_I7.tiff,33.75,1089864.0,100.0,0.93,0.96,7562.0,311.0,7873.0,19.76,0.39,135.0,277.0,244768.79,10.5,23.76,95.23,5.43,61.42,21.84,1.0,54.99,0.07,55.72,0.64,0.75
C200_S1_I14.tiff,43.75,1842399.0,99.8,0.84,0.74,14135.0,5072.0,19207.0,17.92,0.67,45.0,286.0,275413.61,7.5,5.07,68.97,5.56,87.21,55.7,0.99,53.21,0.16,161.58,0.65,0.76
C107_S1_I12.tiff,36.02,1547241.0,100.0,0.91,0.84,9013.0,1716.0,10729.0,16.22,0.45,45.0,276.0,261266.72,10.5,4.11,81.03,5.38,65.21,43.55,0.99,52.69,0.09,76.03,0.66,0.78
C519_S2_I5.tiff,87.69,1652450.0,100.08,0.95,0.81,4886.0,1176.0,6062.0,24.4,1.16,135.0,278.0,263160.7,10.5,10.54,74.31,5.64,47.07,50.68,1.0,56.52,0.05,106.79,0.65,0.76
C163_S1_I6.tiff,5.34,580500.0,100.0,0.96,0.95,4872.0,277.0,5149.0,13.41,0.12,135.0,272.0,259031.21,10.5,13.22,95.25,5.5,45.95,21.8,1.0,53.28,0.04,29.53,0.64,0.67
C20_S2_I1.tiff,6.61,1066261.0,100.09,0.96,0.91,4044.0,381.0,4425.0,12.69,0.17,45.0,278.0,249099.46,7.5,4.27,91.93,5.99,41.13,28.4,1.0,53.43,0.04,73.12,0.64,0.69
C187_S1_I3.tiff,3.9,1740782.0,100.7,0.93,0.58,4783.0,3532.0,8315.0,11.82,0.2,45.0,286.0,289676.28,16.5,2.67,77.02,6.97,74.95,47.94,0.99,51.0,0.07,454.39,0.64,0.68
C356_S1_I9.tiff,11.56,1340396.0,100.06,0.94,0.54,3925.0,3330.0,7255.0,15.31,0.22,135.0,284.0,266302.66,10.5,2.82,19.29,5.53,52.1,89.84,0.99,54.23,0.06,55.93,0.65,0.68
C267_S1_I5.tiff,9.2,314114.0,100.02,0.96,0.49,2377.0,2522.0,4899.0,14.49,0.21,135.0,282.0,254585.87,16.5,4.35,37.66,5.24,44.6,78.95,0.98,52.41,0.04,17.99,0.64,0.67
C473_S1_I3.tiff,2.11,166483.0,100.07,0.97,0.89,3604.0,427.0,4031.0,10.32,0.44,45.0,288.0,222624.19,7.5,9.08,88.02,4.96,38.4,34.61,0.99,51.03,0.03,10.51,0.64,0.69
C5_S1_I7.tiff,35.34,1284816.0,100.0,0.94,0.9,6895.0,786.0,7681.0,19.86,0.38,135.0,271.0,259102.91,10.5,14.77,91.69,5.77,59.46,28.82,1.0,56.77,0.06,63.47,0.67,0.75
C501_S1_I12.tiff,0.22,0.0,100.13,0.92,0.95,8760.0,448.0,9208.0,6.63,0.54,135.0,282.0,142019.44,25.5,0.0,93.96,3.76,59.5,24.57,0.99,44.67,0.08,3.22,0.63,0.7
C338_S1_I10.tiff,48.1,2050486.0,100.08,0.91,0.9,9815.0,1132.0,10947.0,21.52,0.57,45.0,286.0,250011.52,7.5,6.28,91.01,6.01,67.16,29.98,1.0,54.42,0.09,136.46,0.66,0.76
C65_S1_I7.tiff,47.69,1403697.0,100.12,0.94,0.88,6673.0,870.0,7543.0,22.52,0.47,135.0,289.0,263557.58,10.5,14.82,89.09,6.09,54.71,33.03,1.0,56.82,0.06,93.82,0.65,0.7
C88_S1_I2.tiff,21.76,1078337.0,100.09,0.96,0.84,3819.0,742.0,4561.0,16.44,0.17,45.0,283.0,264419.48,19.5,14.28,82.8,6.52,43.29,41.47,1.0,52.78,0.04,164.3,0.63,0.66
C49_S2_I12.tiff,6.82,1985960.0,100.04,0.92,0.82,7804.0,1724.0,9528.0,13.71,0.16,135.0,280.0,269706.23,10.5,7.79,72.01,5.73,61.29,52.9,1.0,54.45,0.08,128.23,0.63,0.71
C25_S2_I9.tiff,39.41,1013679.0,100.03,0.94,0.88,6503.0,904.0,7407.0,19.92,0.4,45.0,272.0,304111.64,7.5,13.46,87.88,5.75,54.97,34.82,1.0,56.28,0.06,53.78,0.64,0.77
C5_S1_I4.tiff,4.25,532142.0,100.07,0.96,0.85,4588.0,811.0,5399.0,12.52,0.28,45.0,286.0,257131.1,13.5,8.2,83.5,5.27,49.99,40.62,0.99,52.97,0.04,23.94,0.64,0.68
C17_S1_I10.tiff,29.23,3235939.0,100.04,0.87,0.77,12121.0,3632.0,15753.0,17.01,0.43,45.0,286.0,307033.74,7.5,6.54,70.5,5.36,72.43,54.31,0.99,53.87,0.13,162.28,0.64,0.74
C378_S1_I14.tiff,6.21,808274.0,100.06,0.78,0.81,21207.0,5014.0,26221.0,13.45,0.35,135.0,260.0,281974.52,13.5,3.11,77.27,4.8,96.6,47.68,0.99,51.97,0.22,66.87,0.72,0.74
C359_S1_I7.tiff,80.24,1738158.0,98.93,0.93,0.67,5266.0,2608.0,7874.0,19.84,0.98,45.0,286.0,270041.7,10.5,6.78,52.65,5.44,57.02,68.81,0.99,58.44,0.07,88.7,0.64,0.76
C68_S1_I13.tiff,15.43,1226848.0,100.04,0.83,0.75,15027.0,4886.0,19913.0,13.75,0.57,135.0,274.0,300125.2,7.5,3.46,70.59,5.13,88.02,54.23,0.99,52.37,0.17,103.04,0.63,0.76
C329_S1_I1.tiff,4.29,639268.0,100.07,0.96,0.96,4168.0,187.0,4355.0,12.43,0.33,135.0,291.0,235474.52,10.5,1.42,95.84,5.21,41.77,20.39,1.0,50.95,0.04,31.9,0.64,0.69
C247_S2_I3.tiff,3.04,1590651.0,100.31,0.92,0.61,5633.0,3621.0,9254.0,11.42,0.21,45.0,286.0,271480.15,13.5,1.23,70.39,6.82,69.89,54.41,0.99,51.67,0.08,330.13,0.64,0.67
C217_S1_I7.tiff,13.5,1425980.0,100.04,0.94,0.86,6040.0,961.0,7001.0,16.05,0.24,135.0,287.0,285076.55,10.5,4.06,89.39,5.97,55.55,32.58,1.0,55.89,0.06,87.8,0.63,0.67
C405_S1_I15.tiff,14.18,4022743.0,100.09,0.86,0.76,12518.0,3854.0,16372.0,12.01,0.19,135.0,281.0,295945.05,7.5,7.93,77.87,6.03,85.78,47.04,1.0,52.57,0.14,341.29,0.63,0.69
C339_S1_I11.tiff,68.06,2148346.0,100.02,0.92,0.43,4192.0,5547.0,9739.0,26.98,0.55,135.0,280.0,297117.63,7.5,4.22,9.11,6.09,61.68,95.34,0.99,57.69,0.08,161.47,0.65,0.7
C372_S1_I15.tiff,45.23,1654281.0,100.02,0.84,0.8,15632.0,3999.0,19631.0,19.86,0.71,45.0,274.0,240016.04,7.5,5.24,71.19,5.38,85.79,53.67,0.99,54.25,0.16,113.41,0.64,0.76
C94_S2_I6.tiff,6.64,1227849.0,97.81,0.96,0.94,4919.0,289.0,5208.0,12.76,0.24,45.0,288.0,269905.6,16.5,5.37,92.15,5.89,42.57,28.02,1.0,52.68,0.04,65.93,0.64,0.7
C446_S1_I2.tiff,4.63,607143.0,100.08,0.97,0.73,2683.0,979.0,3662.0,11.27,0.43,135.0,274.0,253423.32,13.5,3.09,71.7,5.44,36.61,53.2,0.99,51.55,0.03,23.28,0.64,0.69
C258_S2_I15.tiff,62.08,4476390.0,97.41,0.81,0.68,15659.0,7355.0,23014.0,17.83,1.6,45.0,277.0,316050.23,4.5,6.05,83.75,6.17,137.04,40.31,0.99,54.01,0.19,633.48,0.64,0.78
C198_S1_I11.tiff,86.34,3033445.0,100.06,0.91,0.91,10314.0,1028.0,11342.0,27.97,1.19,135.0,284.0,273863.45,7.5,14.23,92.67,5.89,68.95,27.07,1.0,57.19,0.09,271.15,0.65,0.7
C277_S1_I2.tiff,29.89,769462.0,100.58,0.93,0.55,4408.0,3575.0,7983.0,11.55,1.4,135.0,281.0,216496.83,7.5,4.04,75.45,5.66,70.95,49.55,0.98,50.8,0.07,54.31,0.65,0.69
C246_S2_I12.tiff,34.9,1695612.0,100.03,0.9,0.84,10114.0,1858.0,11972.0,18.63,0.42,45.0,273.0,258300.78,10.5,3.52,69.3,5.7,66.19,55.41,1.0,55.49,0.1,103.61,0.64,0.79
C287_S1_I12.tiff,22.97,2095181.0,100.06,0.93,0.94,7919.0,549.0,8468.0,17.75,0.3,45.0,283.0,269291.19,4.5,17.78,94.05,6.36,64.13,24.39,1.0,54.8,0.07,217.66,0.65,0.67
C254_S2_I10.tiff,16.21,1998792.0,100.04,0.92,0.75,7605.0,2494.0,10099.0,17.18,0.24,45.0,282.0,272700.94,7.5,4.88,78.52,6.03,65.8,46.35,0.99,56.28,0.08,148.85,0.64,0.72
C418_S1_I7.tiff,12.51,870733.0,100.03,0.94,0.92,6488.0,543.0,7031.0,14.87,0.49,135.0,277.0,259233.11,13.5,6.22,93.27,5.2,52.77,25.95,1.0,55.96,0.06,38.99,0.64,0.73
C13_S1_I8.tiff,22.24,1494668.0,100.03,0.94,0.45,3353.0,4037.0,7390.0,19.2,0.45,45.0,281.0,271785.96,13.5,5.93,23.52,6.21,55.6,87.45,0.99,57.11,0.06,93.8,0.64,0.69
C67_S1_I14.tiff,20.1,546655.0,100.04,0.89,0.92,12551.0,1114.0,13665.0,13.24,0.66,135.0,281.0,243741.71,4.5,10.51,91.16,5.04,75.15,29.73,1.0,51.27,0.11,74.98,0.64,0.71
C72_S1_I11.tiff,30.81,2144489.0,100.12,0.9,0.52,6270.0,5829.0,12099.0,19.31,0.31,45.0,279.0,294549.07,13.5,2.62,55.0,5.68,78.12,67.08,0.99,54.76,0.1,173.64,0.68,0.85
C354_S1_I11.tiff,41.43,1379355.0,100.06,0.9,0.86,10215.0,1715.0,11930.0,22.26,0.67,45.0,265.0,287723.83,10.5,6.2,81.05,5.31,63.33,43.54,0.99,55.37,0.1,65.68,0.63,0.77
C157_S1_I10.tiff,49.75,2947490.0,76.99,0.91,0.89,9222.0,1128.0,10350.0,15.71,0.56,135.0,279.0,291199.3,7.5,15.59,90.17,5.81,58.82,31.35,1.0,53.19,0.09,230.99,0.65,0.67
C12_S1_I12.tiff,52.2,2175402.0,100.03,0.91,0.89,9533.0,1154.0,10687.0,23.91,0.42,45.0,285.0,314688.23,13.5,12.83,86.86,6.43,64.37,36.24,1.0,57.69,0.09,203.62,0.64,0.78
C317_S1_I7.tiff,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C372_S2_I14.tiff,48.51,1562149.0,100.03,0.85,0.7,12385.0,5222.0,17607.0,20.16,0.75,135.0,286.0,239902.53,10.5,4.81,67.6,5.47,82.83,56.92,0.99,55.66,0.15,121.95,0.64,0.83
C106_S1_I9.tiff,64.0,1402583.0,100.01,0.94,0.96,7038.0,330.0,7368.0,21.6,0.92,45.0,277.0,297210.61,16.5,24.15,95.63,5.43,54.03,20.9,1.0,56.93,0.06,69.4,0.64,0.68
C123_S1_I10.tiff,25.64,1998363.0,100.06,0.9,0.91,10489.0,1048.0,11537.0,15.83,0.27,45.0,291.0,295866.17,7.5,11.53,90.42,6.08,67.47,30.96,1.0,52.24,0.1,178.41,0.64,0.67
C23_S1_I8.tiff,44.71,1783358.0,100.03,0.94,0.92,7006.0,586.0,7592.0,22.7,0.34,45.0,286.0,301778.68,7.5,18.23,92.89,6.49,53.71,26.66,1.0,56.72,0.06,174.41,0.64,0.7
C453_S1_I8.tiff,8.9,1402674.0,99.59,0.93,0.49,4146.0,4383.0,8529.0,13.28,0.17,135.0,296.0,291417.12,13.5,6.87,11.62,5.83,54.96,94.01,0.99,53.45,0.07,70.73,0.68,0.73
C109_S1_I12.tiff,22.35,1540292.0,100.05,0.92,0.86,8079.0,1362.0,9441.0,15.57,0.32,135.0,287.0,282455.59,13.5,7.43,85.86,5.49,62.26,37.6,1.0,53.23,0.08,86.44,0.64,0.7
C90_S2_I15.tiff,25.22,498973.0,100.02,0.9,0.94,11823.0,750.0,12573.0,15.96,0.72,135.0,277.0,193527.98,19.5,10.13,90.67,5.07,73.12,30.55,1.0,51.84,0.1,36.45,0.66,0.74
C278_S1_I11.tiff,9.54,164351.0,100.07,0.9,0.73,9138.0,3391.0,12529.0,11.36,0.72,135.0,276.0,224645.67,7.5,0.0,69.95,4.52,72.93,54.82,0.98,50.1,0.1,16.78,0.67,0.76
C10_S1_I14.tiff,45.83,1296514.0,100.02,0.86,0.58,10117.0,7194.0,17311.0,20.74,0.53,45.0,276.0,303695.81,16.5,5.34,52.64,5.42,80.86,68.82,0.98,55.32,0.14,77.85,0.64,0.86
C290_S1_I14.tiff,27.05,4027487.0,100.03,0.84,0.9,17005.0,1796.0,18801.0,17.71,0.33,135.0,277.0,256698.24,7.5,7.59,91.27,6.13,84.4,29.55,1.0,52.9,0.16,302.16,0.64,0.74
C89_S2_I6.tiff,17.24,589260.0,61.23,0.96,0.82,4281.0,921.0,5202.0,14.16,0.27,135.0,285.0,268588.86,19.5,22.46,87.19,5.84,45.22,35.78,0.99,54.89,0.04,56.31,0.65,0.68
C237_S2_I6.tiff,38.77,1935222.0,86.94,0.95,0.6,3833.0,2582.0,6415.0,17.67,0.25,135.0,264.0,292994.55,7.5,7.0,36.73,5.67,45.71,79.54,0.99,54.55,0.05,136.05,0.64,0.68
C439_S1_I3.tiff,5.59,1385380.0,100.55,0.95,0.54,3418.0,2922.0,6340.0,12.23,0.17,135.0,277.0,281528.36,13.5,4.39,74.46,6.64,67.02,50.54,0.99,51.32,0.05,248.94,0.64,0.67
C50_S1_I2.tiff,19.38,634978.0,100.16,0.97,0.83,2641.0,539.0,3180.0,16.81,0.17,135.0,284.0,276717.54,10.5,14.19,82.01,6.02,36.41,42.41,1.0,53.61,0.03,42.53,0.66,0.67
C79_S2_I12.tiff,24.11,977606.0,100.13,0.89,0.58,7483.0,5376.0,12859.0,16.72,0.75,135.0,290.0,313844.39,7.5,3.35,51.23,5.78,78.11,69.84,0.99,54.54,0.11,205.71,0.66,0.89
C273_S1_I9.tiff,15.05,1377896.0,90.27,0.92,0.53,5032.0,4411.0,9443.0,15.13,0.28,45.0,286.0,268173.78,7.5,5.83,19.67,5.67,56.74,89.63,0.99,53.79,0.08,72.75,0.65,0.8
C292_S1_I15.tiff,34.16,4586170.0,100.05,0.86,0.93,16052.0,1169.0,17221.0,19.16,0.2,135.0,281.0,278351.98,7.5,18.01,93.65,7.13,81.55,25.2,1.0,54.29,0.14,1423.9,0.68,0.72
C344_S1_I14.tiff,47.04,4729406.0,100.04,0.84,0.94,18199.0,1207.0,19406.0,19.38,0.28,135.0,281.0,268151.59,10.5,12.18,92.95,5.7,86.41,26.56,1.0,55.58,0.16,258.52,0.68,0.71
C19_S1_I7.tiff,43.44,1429610.0,100.04,0.94,0.92,6371.0,574.0,6945.0,21.43,0.38,45.0,282.0,265580.0,7.5,20.28,93.9,6.34,56.29,24.69,1.0,56.61,0.06,131.87,0.63,0.69
C164_S1_I5.tiff,14.12,478597.0,100.08,0.96,0.88,4547.0,632.0,5179.0,16.78,0.14,135.0,274.0,253538.6,10.5,14.99,85.42,5.23,47.21,38.19,1.0,54.09,0.04,24.12,0.65,0.67
C1_S1_I15.tiff,15.28,1746021.0,100.06,0.84,0.77,14931.0,4575.0,19506.0,14.84,0.38,135.0,277.0,285933.15,7.5,5.5,68.72,5.05,82.87,55.93,0.99,52.86,0.16,100.2,0.64,0.73
C428_S1_I6.tiff,10.46,1076772.0,100.09,0.93,0.92,7184.0,666.0,7850.0,14.29,0.35,45.0,284.0,286046.54,7.5,5.04,89.6,5.54,53.09,32.25,1.0,56.15,0.07,63.08,0.64,0.78
C51_S1_I8.tiff,89.93,1216045.0,99.31,0.94,0.82,5547.0,1241.0,6788.0,26.95,1.02,135.0,291.0,274676.24,10.5,10.58,74.94,6.06,51.95,50.06,1.0,56.13,0.06,94.86,0.64,0.67
C497_S1_I8.tiff,13.14,1717234.0,99.83,0.94,0.94,6472.0,418.0,6890.0,14.74,0.25,45.0,292.0,257399.65,10.5,20.81,94.19,6.06,50.63,24.11,1.0,52.83,0.06,133.34,0.63,0.76
C210_S1_I1.tiff,68.47,1383333.0,84.22,0.96,0.64,3292.0,1860.0,5152.0,22.29,0.41,135.0,281.0,297660.22,7.5,10.17,67.82,6.34,40.88,56.73,0.99,55.3,0.04,109.34,0.64,0.75
C289_S1_I1.tiff,5.87,738957.0,100.03,0.97,0.91,3155.0,318.0,3473.0,12.88,0.28,135.0,289.0,262713.22,7.5,8.05,91.53,5.93,38.6,29.11,1.0,52.73,0.03,47.71,0.65,0.67
C355_S2_I2.tiff,17.82,206794.0,100.07,0.96,0.05,200.0,4022.0,4222.0,15.77,0.24,45.0,281.0,232785.72,10.5,6.93,3.85,4.82,40.78,98.05,0.96,53.86,0.04,13.25,0.64,0.67
C298_S1_I9.tiff,30.24,817740.0,97.01,0.95,0.58,3307.0,2411.0,5718.0,17.97,0.31,135.0,274.0,272750.84,13.5,6.73,45.0,5.89,50.92,74.16,0.99,57.88,0.05,58.58,0.64,0.7
C174_S1_I3.tiff,24.71,929249.0,100.03,0.97,0.9,3065.0,345.0,3410.0,16.01,0.22,45.0,275.0,258245.3,10.5,12.64,84.03,5.81,37.05,39.97,1.0,53.49,0.03,61.71,0.65,0.72
C263_S1_I4.tiff,4.58,1149740.0,100.03,0.95,0.92,5669.0,506.0,6175.0,13.35,0.44,135.0,278.0,264898.69,19.5,11.33,92.63,5.69,47.68,27.16,1.0,55.4,0.05,53.9,0.65,0.75
C177_S2_I14.tiff,20.46,3452738.0,100.07,0.85,0.91,16626.0,1550.0,18176.0,16.04,0.26,135.0,278.0,287677.6,13.5,11.6,91.53,5.77,80.02,29.11,1.0,53.73,0.15,181.98,0.65,0.75
C210_S1_I9.tiff,86.79,1571602.0,100.05,0.95,0.95,5468.0,284.0,5752.0,27.97,1.01,45.0,287.0,305225.05,10.5,26.13,93.47,6.29,50.01,25.55,1.0,56.42,0.05,134.25,0.65,0.87
C126_S1_I14.tiff,26.24,1583870.0,100.03,0.85,0.78,14302.0,3935.0,18237.0,17.21,0.33,45.0,275.0,303333.74,10.5,5.83,72.06,5.5,88.15,52.86,0.99,53.99,0.15,110.37,0.65,0.86
C42_S1_I11.tiff,41.66,2716486.0,100.04,0.89,0.81,10783.0,2579.0,13362.0,19.23,0.43,45.0,277.0,256142.33,13.5,6.47,72.51,5.7,71.43,52.43,1.0,55.08,0.11,143.81,0.65,0.79
C144_S1_I9.tiff,37.48,463114.0,100.04,0.94,0.6,4652.0,3129.0,7781.0,20.9,0.59,135.0,285.0,251834.79,7.5,8.78,49.98,5.25,53.54,70.72,0.98,56.35,0.06,32.0,0.63,0.74
C292_S1_I13.tiff,20.89,5756373.0,100.01,0.82,0.94,20373.0,1413.0,21786.0,17.11,0.17,135.0,290.0,327379.04,7.5,14.51,93.68,6.46,89.55,25.13,1.0,54.04,0.18,853.24,0.66,0.82
C103_S2_I12.tiff,21.54,2394250.0,100.1,0.91,0.92,9661.0,837.0,10498.0,17.41,0.41,45.0,281.0,295700.68,10.5,10.69,89.98,5.86,61.74,31.65,1.0,56.46,0.09,130.23,0.65,0.89
C111_S1_I1.tiff,6.74,1000788.0,100.05,0.97,0.94,3727.0,256.0,3983.0,12.57,0.18,135.0,282.0,273484.58,1.5,16.14,94.41,6.25,39.52,23.63,1.0,51.95,0.03,92.33,0.64,0.67
C190_S2_I10.tiff,27.5,1050142.0,100.02,0.92,0.51,5103.0,4886.0,9989.0,17.97,0.26,135.0,280.0,274053.62,13.5,4.32,46.8,5.25,68.05,72.94,0.98,53.31,0.08,54.42,0.65,0.73
C253_S1_I6.tiff,6.87,1136808.0,100.04,0.95,0.93,5045.0,399.0,5444.0,14.7,0.23,135.0,289.0,244127.31,10.5,22.37,92.49,5.95,44.54,27.4,1.0,55.54,0.05,68.52,0.65,0.68
C36_S2_I7.tiff,14.12,1552592.0,100.07,0.94,0.91,6523.0,641.0,7164.0,16.67,0.37,135.0,284.0,276633.84,13.5,5.84,92.68,5.88,54.34,27.06,1.0,56.51,0.06,101.8,0.64,0.74
C421_S2_I12.tiff,42.56,2168650.0,100.07,0.92,0.91,8208.0,817.0,9025.0,19.65,0.35,45.0,291.0,310624.04,10.5,18.38,90.6,6.76,57.9,30.66,1.0,56.84,0.08,328.88,0.64,0.77
C319_S2_I4.tiff,5.81,1281731.0,100.02,0.95,0.87,4799.0,696.0,5495.0,13.49,0.24,135.0,281.0,251750.63,7.5,9.43,87.56,6.08,45.48,35.27,1.0,52.52,0.05,86.74,0.64,0.67
C351_S1_I15.tiff,6.16,1312332.0,100.02,0.83,0.83,17268.0,3496.0,20764.0,10.98,0.29,135.0,278.0,290645.17,13.5,5.29,80.22,5.13,88.32,44.47,0.99,48.34,0.17,91.46,0.63,0.7
C152_S1_I1.tiff,29.66,1039886.0,99.64,0.97,0.91,3531.0,350.0,3881.0,16.67,0.29,135.0,285.0,249758.69,7.5,25.75,92.36,5.88,38.91,27.65,1.0,52.14,0.03,71.73,0.65,0.71
C30_S1_I14.tiff,16.25,6457811.0,100.03,0.78,0.94,24710.0,1593.0,26303.0,16.22,0.36,135.0,292.0,256071.71,10.5,12.68,94.13,5.93,96.12,24.22,1.0,54.39,0.22,445.38,0.64,0.71
C3_S1_I7.tiff,64.18,1541903.0,100.04,0.93,0.83,6996.0,1428.0,8424.0,24.36,0.55,45.0,281.0,288552.2,7.5,7.78,83.39,5.99,58.88,40.75,1.0,56.85,0.07,96.79,0.63,0.73
C59_S1_I5.tiff,4.78,914670.0,100.0,0.95,0.91,5309.0,518.0,5827.0,12.98,0.27,135.0,276.0,240196.0,16.5,11.2,90.41,5.65,46.22,30.97,1.0,54.43,0.05,40.62,0.64,0.73
C184_S2_I12.tiff,12.72,1738797.0,100.03,0.9,0.85,10545.0,1839.0,12384.0,16.06,0.61,45.0,282.0,242965.56,13.5,5.09,80.51,5.41,65.55,44.15,0.99,57.02,0.1,76.23,0.74,0.78
C17_S1_I12.tiff,31.45,1862271.0,100.07,0.9,0.86,10809.0,1732.0,12541.0,17.77,0.37,45.0,283.0,307812.67,10.5,9.37,84.23,5.6,72.67,39.72,1.0,53.1,0.1,114.27,0.66,0.71
C389_S2_I5.tiff,53.5,776117.0,100.07,0.96,0.91,4103.0,408.0,4511.0,16.7,0.62,135.0,288.0,255767.05,16.5,18.52,90.47,5.22,44.56,30.87,1.0,56.12,0.04,36.19,0.65,0.67
C176_S1_I7.tiff,82.45,3381308.0,80.0,0.9,0.67,8409.0,4089.0,12498.0,22.81,1.26,45.0,280.0,302150.89,10.5,5.61,33.56,6.17,62.32,81.51,0.99,57.19,0.1,220.26,0.64,0.71
C34_S2_I5.tiff,17.68,292796.0,100.12,0.96,0.94,4050.0,276.0,4326.0,15.88,0.6,45.0,290.0,256955.12,10.5,7.03,94.21,5.37,45.69,24.05,1.0,55.22,0.04,18.16,0.66,0.67
C442_S2_I3.tiff,62.52,2068936.0,94.58,0.93,0.55,4898.0,4066.0,8964.0,17.54,0.75,135.0,265.0,280017.44,4.5,6.97,73.58,6.62,75.02,51.4,0.99,55.91,0.07,200.89,0.64,0.74
C274_S1_I3.tiff,4.09,497648.0,97.72,0.96,0.7,3037.0,1300.0,4337.0,10.96,0.39,135.0,281.0,230337.92,13.5,2.91,56.31,5.42,39.71,66.1,0.99,51.31,0.04,21.91,0.64,0.7
C440_S1_I14.tiff,24.38,3326490.0,100.05,0.84,0.9,17104.0,1917.0,19021.0,16.44,0.44,135.0,288.0,252724.17,10.5,7.84,89.67,5.8,82.49,32.13,1.0,54.11,0.16,188.51,0.66,0.72
C188_S1_I13.tiff,13.46,3505599.0,100.04,0.82,0.73,16124.0,5899.0,22023.0,14.57,0.29,135.0,284.0,257474.72,7.5,5.49,68.52,5.71,89.62,56.1,0.99,53.77,0.18,172.93,0.67,0.79
C116_S1_I6.tiff,32.15,1225256.0,99.61,0.95,0.86,4897.0,815.0,5712.0,19.6,0.25,135.0,260.0,266976.1,7.5,17.03,86.13,6.34,45.99,37.24,1.0,57.47,0.05,102.2,0.64,0.68
C39_S1_I15.tiff,12.56,3164925.0,100.04,0.83,0.68,14105.0,6636.0,20741.0,14.06,0.26,135.0,285.0,248285.16,7.5,4.6,65.11,5.73,88.75,59.07,0.99,52.42,0.17,201.83,0.64,0.71
C475_S1_I10.tiff,20.22,1878228.0,100.03,0.93,0.82,7123.0,1549.0,8672.0,18.46,0.3,135.0,282.0,271049.08,7.5,4.76,88.45,6.05,66.9,33.99,1.0,55.76,0.07,124.49,0.64,0.67
C177_S1_I12.tiff,9.3,2437868.0,100.04,0.89,0.87,11901.0,1711.0,13612.0,13.18,0.31,135.0,294.0,266508.99,7.5,5.02,87.88,5.56,69.67,34.82,1.0,52.72,0.11,110.95,0.65,0.72
C439_S1_I11.tiff,16.8,2642368.0,100.05,0.9,0.89,10914.0,1316.0,12230.0,17.45,0.34,135.0,294.0,286939.5,7.5,7.81,89.63,6.03,66.15,32.21,1.0,54.55,0.1,177.05,0.67,0.73
C58_S1_I15.tiff,43.77,3038543.0,100.05,0.83,0.77,15785.0,4723.0,20508.0,18.71,0.71,45.0,280.0,322982.23,7.5,5.12,73.03,5.75,87.18,51.94,0.99,53.66,0.17,161.92,0.64,0.74
C160_S1_I6.tiff,43.97,1141320.0,100.12,0.96,0.88,4369.0,579.0,4948.0,21.97,0.32,135.0,282.0,277719.61,7.5,13.16,72.81,6.19,43.37,52.14,1.0,57.04,0.04,82.15,0.66,0.68
C503_S1_I24.tiff,17.67,691298.0,98.39,0.9,0.94,11078.0,712.0,11790.0,18.18,0.24,135.0,291.0,232231.45,10.5,16.9,92.28,5.26,66.92,27.78,1.0,55.15,0.1,37.72,0.71,0.73
C222_S1_I13.tiff,55.86,3579694.0,100.04,0.87,0.86,13244.0,2100.0,15344.0,23.13,0.58,135.0,292.0,314324.37,10.5,11.43,89.6,6.2,83.26,32.25,1.0,56.35,0.13,297.24,0.65,0.71
C513_S1_I15.tiff,0.3,36667.0,100.17,0.87,0.94,15196.0,929.0,16125.0,7.55,0.5,135.0,288.0,181148.59,16.5,0.0,94.16,4.62,81.97,24.16,1.0,46.13,0.13,22.3,0.63,0.72
C139_S1_I11.tiff,27.31,2386928.0,100.21,0.89,0.5,6348.0,6305.0,12653.0,17.22,0.28,135.0,279.0,259930.25,7.5,4.41,26.76,6.01,70.04,85.58,0.99,54.68,0.11,152.08,0.64,0.74
